time_sec,x,y,z
0.469,72.78404976192857,-191.17215957896423,7.258849219738494
0.577,73.20011942405549,-191.31736651577688,7.276027105358622
0.67,73.30359423668993,-191.35511487436483,7.280320300119996
0.78,73.5879226908603,-191.461509154051,7.292746459254545
0.844,73.8691288523821,-191.57173201308368,7.305827677173923
0.885,74.13919168056722,-191.68145561069443,7.317809680566526
0.926,74.42495599694274,-191.80138451682404,7.329523658653287
0.967,74.78581681945155,-191.9581585298951,7.342286086418284
1.009,74.94498543343381,-192.02833165120154,7.347363413165354
1.049,75.24127953894896,-192.1494045213758,7.358168967100738
1.088,75.59388015132996,-192.29055913239344,7.373396853211034
1.128,75.7883079623321,-192.36838681897405,7.3825319199434745
1.168,76.15604306084765,-192.51656691693958,7.400539742359086
1.208,76.52657745923376,-192.66712381060626,7.418949592387719
1.248,76.697233741004,-192.7361673002916,7.426970931430063
1.287,77.00475788868462,-192.86021177490642,7.440756902061878
1.327,77.37611019370135,-193.00810278830417,7.455676038650424
1.368,77.73689620653482,-193.15098210039196,7.466555002946038
1.408,77.85078700101965,-193.19608458074958,7.469299936114652
1.449,78.1704337622873,-193.32286832192474,7.4762892920908826
1.489,78.46607825199263,-193.43992128085813,7.482134147301053
1.532,78.7222193161742,-193.54178486442677,7.487272358684777
1.573,79.05612136714197,-193.67424435078487,7.493740851166166
1.617,79.35898694988698,-193.79426723484633,7.4991262823180875
1.71,79.68459589393427,-193.92325682267946,7.50477921483558
1.75,80.13513597700597,-194.10123545957336,7.51413772139361
1.789,80.32275894272745,-194.17555219632368,7.518433198165724
1.883,80.66791075927375,-194.31203891350648,7.525923363831424
1.976,81.06806091724823,-194.47039370328878,7.5330384305680695
2.018,81.22875828041177,-194.5339670145175,7.535085008174747
2.112,81.60483946192767,-194.68297139565283,7.538393423112325
2.154,81.97746057336838,-194.83076551195933,7.540497555795483
2.196,82.22101478901972,-194.9303719871733,7.541527794769479
2.287,82.47916429747913,-195.04071214197057,7.542354931207171
2.333,82.73229515434741,-195.1504708473804,7.542939374304652
2.434,83.0941535111732,-195.3096304648744,7.543735805518651
2.477,83.47575936386255,-195.4800873251842,7.544663993600423
2.625,83.81616189928764,-195.63507390987945,7.545097130098085
2.666,84.05628213397257,-195.7463295030856,7.545378214706062
2.71,84.32408319748876,-195.87177696874707,7.545677063965584
2.751,84.67671937931061,-196.03974393742214,7.546213513440492
2.846,84.98471238347048,-196.18919037356582,7.547124295611113
2.945,85.25118021243028,-196.3202291291615,7.548159038454287
2.989,85.64497495738581,-196.5161487160265,7.550504277275223
3.033,86.04358199491492,-196.70712693092543,7.554782387971997
3.076,86.23488022525218,-196.79660365734907,7.557539111706561
3.174,86.66747957605058,-196.99775795357286,7.5654924483940675
3.217,86.93508488837693,-197.12571766955662,7.571610931432431
3.317,87.22730963393809,-197.26891482540125,7.579383570847085
3.363,87.71661724158604,-197.52199739946522,7.5946516110934255
3.475,87.92006267471507,-197.63256104366081,7.601615163103858
3.525,88.44718839639765,-197.94094413094587,7.6215244491609155
3.569,88.7466642842181,-198.1335900285267,7.633231222714372
3.613,89.0888145772877,-198.3746238148945,7.646243630159475
3.71,89.42597981187268,-198.63508868821435,7.65848855188564
3.752,89.68023838543546,-198.84910195454458,7.667259257335644
3.962,89.84496554259215,-198.99952585301375,7.672816272054064
4.047,90.23140425052955,-199.3889849827899,7.6850099761986
4.124,90.44822326536914,-199.6265979340481,7.691024296367232
4.2,90.76486753838469,-199.99620610643487,7.6984082234331765
4.271,90.81060855972916,-200.0508104342069,7.699326533595084
4.341,91.23931965672637,-200.58738146592887,7.704923647323952
4.408,91.38184408971867,-200.7778276455212,7.704631330726883
4.471,91.73667602754682,-201.26285319412233,7.697979723650619
4.511,91.96876358326787,-201.5869339234073,7.689650144065283
4.552,92.19944755209403,-201.91478868699525,7.677841345909826
4.592,92.42427147589021,-202.24092480557957,7.662356832643326
4.632,92.61029234573164,-202.51565451730426,7.647332125906942
4.674,92.8726718559956,-202.91299966700987,7.62254369440727
4.714,92.95475728185431,-203.03915927700498,7.6138348952662085
4.821,93.266371545201,-203.5231050253154,7.576490403544938
4.865,93.49098151964007,-203.87741061808217,7.546487746465289
4.984,93.72183847963296,-204.24515186759314,7.513657389263628
5.031,93.90970898161936,-204.5482420576559,7.485956213234161
5.079,94.15572459580594,-204.9496919443676,7.4480960563104475
5.126,94.37128289111536,-205.3070811030994,7.412199203324462
5.228,94.49557000815605,-205.51522846975567,7.390090573240059
5.273,94.71857279552387,-205.89274862969694,7.349132729364641
5.366,94.8898750550214,-206.1860322388444,7.318269877035007
5.405,95.05463751565716,-206.47009695199685,7.28935042469314
5.494,95.27388566757324,-206.85191631158654,7.251982322079272
5.536,95.37707055456106,-207.0345512975564,7.235054927873605
5.624,95.64176295490049,-207.50521389073228,7.194670518693485
5.712,95.7937553254257,-207.77952658344327,7.17217620111677
5.797,95.93095298141827,-208.02945728829624,7.151722833258177
5.834,96.19618071698962,-208.51790400300888,7.112421058567847
5.922,96.36719231240053,-208.83618419738195,7.088379936321658
6.008,96.39973599235387,-208.89729660699976,7.083897360654504
6.045,96.68156913128387,-209.43073696926075,7.047185647744328
6.084,96.84942974725848,-209.75319411709168,7.027531507969073
6.126,97.02457793663666,-210.09174243830753,7.008694394509419
6.262,97.17944035847894,-210.3922856188314,6.9927508674337275
6.3,97.35740907966081,-210.73810698006687,6.974385748374701
6.39,97.4121351458391,-210.84537841070866,6.968319782323221
6.482,97.62408792629115,-211.262599608324,6.943202492818614
6.521,97.77905211188788,-211.56795320279355,6.924891231850879
6.561,97.92425112910465,-211.8559971868936,6.908635995306355
6.655,98.09623828609668,-212.19984385409973,6.890844377074444
6.702,98.26566533217209,-212.54108440346658,6.874799559624165
6.748,98.45913944865742,-212.93236004658846,6.8586676299917
6.834,98.58116971593464,-213.1799370170209,6.849799913969832
6.924,98.74238609024519,-213.5092475442802,6.838075713891087
6.968,98.91250393308468,-213.8592461626217,6.824838169927702
7.064,99.06580189238198,-214.17682798165072,6.813080024625933
7.152,99.23421998474754,-214.5257109045826,6.803906805903196
7.194,99.40953526120026,-214.89229399752628,6.798069391075728
7.295,99.56594046625275,-215.2235944070537,6.7955288093529305
7.337,99.77067486084164,-215.6607307713785,6.79656044283449
7.381,99.91673601831894,-215.97226200138792,6.801163247664604
7.481,100.11990270215617,-216.4084374329339,6.8118252285251515
7.521,100.2642640884618,-216.72036099973832,6.822063202937343
7.563,100.47586983696746,-217.18235476899275,6.842842438031795
7.659,100.6451825150433,-217.5533387034971,6.865943579232038
7.754,100.78909493530442,-217.8702659344271,6.889519130498542
7.807,101.00398954406592,-218.34673936674287,6.929564150962335
7.871,101.16907614429215,-218.71116793536294,6.9631842806169715
7.998,101.34515727119236,-219.10107947405146,7.000694515938193
8.039,101.52817970746896,-219.50739880579536,7.040402244388076
8.143,101.6923856290287,-219.87640241517985,7.07652317190059
8.199,101.8778410306578,-220.29534341631003,7.118764956258389
8.244,102.06387644563786,-220.71736668953884,7.162677056260478
8.286,102.24403352183177,-221.12572855149492,7.205451724235417
8.329,102.4324061181716,-221.55170648339927,7.248489079940754
8.426,102.62650907918618,-221.99151543680958,7.289963370954126
8.47,102.80975758252276,-222.4067616701157,7.325870222927577
8.563,103.00200430180004,-222.84459430074114,7.359288278699097
8.656,103.21370929694342,-223.33426809208032,7.391776851964522
8.698,103.38591276238908,-223.73566578820757,7.415850263415692
8.741,103.57817144970278,-224.18317681569863,7.439552195153354
8.787,103.79010760134958,-224.67826116887028,7.461678913772516
8.894,103.97117788818258,-225.10154197847152,7.477390824412339
8.998,104.16357722786151,-225.5545559856206,7.489797803382217
9.04,104.36586820207444,-226.03285815968167,7.496450198217616
9.084,104.54278495113948,-226.44950729590096,7.504408964465398
9.238,104.73679986775713,-226.91052078601132,7.5144933501054965
9.287,104.96444830296127,-227.45542737452536,7.527704992433499
9.328,105.10972846248222,-227.8046120556589,7.5364970627907155
9.421,105.28025744310341,-228.21924706749547,7.546001758464087
9.464,105.46726651108021,-228.68275152782942,7.549376423017918
9.507,105.610094447281,-229.02072143242893,7.551053780947299
9.553,105.72990936522524,-229.3051511110793,7.552916740295757
9.702,105.8789279656548,-229.6604079555101,7.556629604053896
9.744,106.03884946639481,-230.0454121005623,7.561403537787413
9.785,106.18244161115851,-230.40235810585804,7.566880815127774
9.827,106.30113053667542,-230.71199816567614,7.571161813246604
9.868,106.46348004292685,-231.13555756789316,7.574437865429019
9.961,106.58674018244994,-231.4449006686293,7.574610096601532
10.103,106.78016199279128,-231.90682864171367,7.572478829327153
10.144,106.93197594035857,-232.2520131149162,7.56946676989034
10.248,107.13183859175766,-232.6853781770521,7.562128080995009
10.29,107.28068202942231,-232.9872131365086,7.55409646973348
10.383,107.48666005492575,-233.3802247008989,7.540974176936231
10.426,107.68374461846449,-233.74307996755107,7.525168651990441
10.466,107.88345417193344,-234.0964851936742,7.5068078330837835
10.516,108.08127019008008,-234.43234734881824,7.487606457823034
10.57,108.26286023716412,-234.72966187472082,7.469970815255152
10.618,108.53645751295389,-235.15762229997142,7.444754429881812
10.719,108.75761703902889,-235.50816287791062,7.42365233513155
10.763,108.93912610640217,-235.80974602944698,7.4036062075891635
10.859,109.20360972117004,-236.25926078020962,7.3705160764291975
10.965,109.41212424555803,-236.62736953446202,7.34150508400964
11.015,109.62850452291897,-237.01585613144326,7.309351112383354
11.063,109.83487958724766,-237.39185099845267,7.2771327025535015
11.159,109.99568591643846,-237.69118612333105,7.251008984690515
11.256,110.21784878343541,-238.10952242887382,7.213629565909727
11.299,110.42100797998873,-238.50090316821053,7.177550144942515
11.341,110.55502584710432,-238.76213965019892,7.153908080614428
11.435,110.76272648208891,-239.17266137010557,7.118900598085062
11.529,110.91117620274841,-239.47249086991988,7.095722289307602
11.578,111.0738269674163,-239.80793542476582,7.0737694692350175
11.628,111.2422609133729,-240.15911632965893,7.056998176716391
11.673,111.4544319665872,-240.61183944023156,7.043146649495569
11.717,111.55043101167992,-240.82134058064938,7.039116108013317
11.828,111.74404507484786,-241.24984199368225,7.035511259436504
11.892,111.9330612047288,-241.67090559260433,7.038493838530897
11.953,112.06871127504309,-241.9761471839452,7.043676464204125
12.044,112.23805534116633,-242.36605872770863,7.054440352108784
12.089,112.4050637461434,-242.75562017893628,7.069867519498317
12.13,112.56947594986678,-243.14352598613283,7.089584906775187
12.229,112.74863695182896,-243.57219639463312,7.114962154378958
12.275,112.9441491506683,-244.0452626744879,7.145348559497322
12.327,113.1164347540164,-244.46540532837054,7.172868600328485
12.43,113.26418650998039,-244.82876134992412,7.196417517368644
12.475,113.47382128575796,-245.34814587528456,7.228023702640655
12.522,113.64777361388607,-245.7830087283406,7.250008730165177
12.616,113.8335201806361,-246.25417468394159,7.267848952939559
12.663,114.01793857110303,-246.72665502740114,7.279649909481336
12.759,114.19513464885554,-247.18398979899067,7.284386133683469
12.904,114.3778865280355,-247.6620805323521,7.282154318922295
12.945,114.58916927389431,-248.22041267519558,7.271786660185995
12.987,114.72347233750685,-248.5794054424985,7.261405786502351
13.028,114.93362702328896,-249.15319020098966,7.238851747783798
13.069,115.10557845158593,-249.62981085857285,7.216180787109096
13.163,115.26226993796209,-250.07056509334146,7.193733767547187
13.319,115.42372220880443,-250.53183682547515,7.169169924258185
13.362,115.61471646706981,-251.08715046414716,7.139067184987496
13.407,115.73694309678608,-251.4494788140099,7.120709039734237
13.552,115.85695977737139,-251.8084832719836,7.10416092051527
13.595,116.02454183142791,-252.31710333393625,7.083140456005722
13.639,116.16176054316998,-252.74033860875824,7.068198676889352
13.682,116.30785297841062,-253.19586457277165,7.054295033480372
13.776,116.45615264074709,-253.66426278026847,7.041556978741838
13.823,116.58997879690328,-254.0969876196081,7.030593743154071
13.864,116.72223508739577,-254.5650784186195,7.017914633048349
13.955,116.85661941262201,-255.10769379759313,7.000929844718343
13.996,116.95545297470244,-255.54561477797714,6.985801601283697
14.086,117.05315327547947,-256.0112829136219,6.968660213336079
14.177,117.14841114885833,-256.5161927755424,6.949367048361495
14.217,117.2094088439291,-256.8788889975881,6.934400768056619
14.267,117.29015450786082,-257.42012408861103,6.909570053143611
14.313,117.34558604067192,-257.82920547665066,6.891234747659183
14.45,117.39706174655699,-258.2617925991095,6.873646919393622
14.493,117.4465108385198,-258.7929682134437,6.853847785221774
14.536,117.47579169475989,-259.2003208734047,6.8411597495846905
14.578,117.51025405061274,-259.7167499981466,6.83015002213827
14.638,117.54429508390426,-260.1638011557308,6.824554600793576
14.729,117.57874965897271,-260.6094547968831,6.823806037658727
14.819,117.61313080639256,-261.0390708355671,6.828262146541974
14.907,117.65233408856628,-261.5147934115278,6.837946151717887
14.951,117.7087781854501,-262.227512927413,6.861584871013292
14.992,117.74517392519223,-262.7058608708326,6.881287564689245
15.131,117.7737487755168,-263.0619138243306,6.895606957368628
15.173,117.82272787569877,-263.63427969510536,6.918529108081813
15.218,117.86176472109611,-264.053594329121,6.933512174014368
15.309,117.88960635923317,-264.3507017407105,6.942392283513399
15.36,117.94072784597009,-264.8805714065607,6.9550890130274325
15.407,117.96000059601204,-265.0794813827297,6.95913855094075
15.501,118.00124495440218,-265.4827737993673,6.965859952323584
15.544,118.04963867930373,-265.91694870810477,6.970112211606107
15.683,118.08921110274969,-266.2616944391846,6.971029542804459
15.724,118.12712147636569,-266.5836322962529,6.9701405257554825
15.767,118.18102494054483,-267.03379116658385,6.966669669299847
15.813,118.21464099528545,-267.3174901102171,6.963437782606718
15.858,118.24904367866216,-267.6160065974098,6.95907593546913
16.009,118.28621123078713,-267.9388725216982,6.953434434899364
16.05,118.31846860918654,-268.21606550328676,6.94796088900037
16.096,118.33332320398412,-268.3484232911269,6.945282036913127
16.203,118.36709242591493,-268.6554528235694,6.9398637125844544
16.242,118.39616505054589,-268.9161804225709,6.936127043924813
16.282,118.41886737869537,-269.1152806113191,6.933405307320186
16.382,118.46492006877759,-269.50769369712697,6.928004505886818
16.422,118.49068561243323,-269.7222692040419,6.925024169273158
16.514,118.51972337014607,-269.9611645387223,6.921659114031158
16.555,118.57331175817174,-270.3990403206107,6.91580165288326
16.612,118.60097160147662,-270.62486770699826,6.912675262809728
16.751,118.63224322640644,-270.87796129378694,6.908598298995727
16.801,118.68829277444047,-271.3264664108216,6.899704650985129
16.843,118.71936129311098,-271.57174884668063,6.894079520695968
16.933,118.76170134334672,-271.90231857054545,6.885688045453776
16.974,118.8225924131085,-272.3671166791124,6.872736433153392
17.072,118.86891013053241,-272.70948692609625,6.862394396197075
17.117,118.90437559878973,-272.9675338991755,6.8544566749024085
17.217,118.96460554722799,-273.4002744516772,6.8410386497794065
17.265,119.01813217389736,-273.78005844763396,6.828752991849413
17.309,119.04248679622995,-273.949497039487,6.822975781055348
17.423,119.10708124829151,-274.3919875397843,6.807617439993962
17.464,119.14148421759238,-274.6225909036872,6.799880474726393
17.508,119.18991116111759,-274.93778703214457,6.7897132484033875
17.601,119.25497062200886,-275.34640292021083,6.776960125133385
17.647,119.3137069748195,-275.7010354885877,6.76588893040865
17.74,119.3490816447144,-275.9099346636998,6.759437241175746
17.834,119.41157482763802,-276.274259994368,6.7482608200303815
17.883,119.4495871466022,-276.4957234545718,6.741613459315687
17.924,119.49960556467599,-276.78481208833847,6.733282667944266
18.073,119.57365286605096,-277.20862113112895,6.721549800126368
18.114,119.60401584702433,-277.38010353691107,6.71695406821452
18.154,119.6713524679403,-277.75214365830254,6.707622912346011
18.248,119.7421531339649,-278.13258192141467,6.698623050690216
18.291,119.79483038043907,-278.4116196162283,6.692527033918623
18.339,119.84314197584547,-278.66410193272856,6.686978461696796
18.383,119.91531125597615,-279.0351701233571,6.677811200519898
18.482,119.97193391314403,-279.32281043391555,6.670026195478883
18.574,120.03763468283535,-279.65440817500547,6.660991446587289
18.669,120.11937522018405,-280.0680781844337,6.651012145229544
18.711,120.19709375504634,-280.45845757234247,6.64326126322517
18.808,120.23686420145296,-280.6539486725477,6.639758567107108
18.848,120.32221970675874,-281.06410720081817,6.633442687794982
18.896,120.3881783508514,-281.3767152631464,6.629596605836014
18.987,120.44816235146516,-281.6573597857255,6.626076546256414
19.026,120.55057492946591,-282.13085445896104,6.618982903003044
19.067,120.60292673457083,-282.37057676384495,6.614586403295149
19.159,120.66991103932534,-282.67639723517937,6.60791751707157
19.205,120.76336702152528,-283.1041242817703,6.5977909446593515
19.304,120.8099420285417,-283.3151238539372,6.592482023015819
19.346,120.8736942415673,-283.5991664752443,6.584319919292483
19.393,120.95764636757862,-283.96372503676423,6.571690518172559
19.552,120.99877871444181,-284.1394147561047,6.564654791433298
19.596,121.04374770980425,-284.3286174706006,6.556320296892608
19.69,121.129425348213,-284.6845571095734,6.53980097878825
19.734,121.18739090397656,-284.92330045348496,6.528778297324422
19.778,121.26156745745614,-285.227030784969,6.515316515138167
19.874,121.30817203115006,-285.4184272122128,6.507054323280556
19.916,121.35599109563273,-285.6156554018661,6.498631141234398
19.979,121.44508768281915,-285.982947259373,6.482864381100342
20.039,121.50402029404813,-286.22775420598623,6.472626603069372
20.131,121.5834293504443,-286.55412278715323,6.459011172197663
20.223,121.66110048162807,-286.8720818973431,6.445050817370259
20.262,121.70657022876833,-287.0581434783383,6.436435946850452
20.302,121.78968943474673,-287.39447693386734,6.420516527240991
20.396,121.82960953838041,-287.5546194318816,6.4128634265278635
20.439,121.9358543153376,-287.9765514465026,6.392483594745713
20.631,122.01058188644487,-288.2707052098621,6.37842164515142
20.671,122.09422211290916,-288.59855602016137,6.362986782532545
20.715,122.16969297378772,-288.8957221948211,6.3485684825304105
20.759,122.25764172602796,-289.2429167065571,6.331112871187898
20.852,122.3122768865637,-289.4594396989918,6.320310546828395
20.903,122.39505779437374,-289.786036834626,6.304022330923658
21.004,122.4738213411274,-290.0926930544927,6.289932289921097
21.043,122.56349093011308,-290.4410557409544,6.275151122520768
21.085,122.64649961824183,-290.7629372248556,6.2618061500776605
21.184,122.73001665773651,-291.08215643471283,6.249248956784527
21.227,122.81862620457525,-291.41677327824385,6.236754996281192
21.268,122.90668425169646,-291.74836479498276,6.224737281747991
21.373,122.99382833416668,-292.0793137455438,6.21142500643991
21.419,123.08013692023091,-292.4068861761916,6.195873485126285
21.463,123.16961281796088,-292.74078539792595,6.177260058829816
21.609,123.25639084544088,-293.05526843111534,6.15940225233696
21.65,123.35018618613667,-293.39190066208204,6.139906244815251
21.692,123.4324566792906,-293.6899119678976,6.121230378907711
21.734,123.5403772437266,-294.07952603826163,6.0951989254809575
21.884,123.63773435835043,-294.4260702628274,6.071900313839677
21.927,123.72445329108393,-294.7329570915755,6.05251341183353
21.968,123.83594829467228,-295.1346857442788,6.028842011454486
22.01,123.91236301895552,-295.4135543862791,6.012584783421289
22.101,124.01468430661214,-295.7820410326187,5.992105297942771
22.143,124.10827190382192,-296.1144600428672,5.97451586986557
22.281,124.21614192106156,-296.4961679663115,5.954973471486198
22.32,124.30625924461197,-296.8162882669265,5.938148362949008
22.361,124.40455393837676,-297.16493836798736,5.919318831605182
22.41,124.53117311637742,-297.6087395408176,5.894235878063327
22.501,124.6258999904438,-297.9379130767751,5.875701129560781
22.544,124.72740365115126,-298.2928637061501,5.856367694970146
22.634,124.82799077074873,-298.6437165385024,5.837973411144063
22.723,124.92343729485695,-298.97338410009604,5.821832662231202
22.762,125.0278488870687,-299.3301152883193,5.804884532452803
22.854,125.16078642451332,-299.78116085481935,5.783579188205778
22.896,125.24429988416213,-300.06390184759294,5.769822521401366
22.99,125.37296220039326,-300.4940026984425,5.747181784008873
23.03,125.47477746614169,-300.8346785971807,5.728149159858404
23.071,125.56591343229081,-301.1399269025303,5.711158636705278
23.213,125.66285491960954,-301.4662921521503,5.692789260455797
23.254,125.77700797739232,-301.8519971430766,5.670677311649271
23.295,125.8715587807528,-302.1700341872128,5.651814338890389
23.389,125.97281876156956,-302.5090313674152,5.631065204129342
23.46,126.06093919110035,-302.8041130759248,5.612287835335849
23.551,126.1879138054526,-303.2325682523063,5.582583033899837
23.591,126.29162090442436,-303.57984064660025,5.555966475488077
23.632,126.43106255056829,-304.0462130088692,5.5168192307208415
23.677,126.51851016817957,-304.3424318528868,5.489713037630793
23.843,126.6241455529385,-304.7027341480763,5.4535295705719875
23.883,126.7276677759156,-305.05725145242985,5.41509978039295
23.922,126.84482652995591,-305.45886479461177,5.369138568588312
23.961,126.9312239482154,-305.75491181165046,5.334040430285654
24.102,127.04440525541126,-306.1436270630815,5.286457671301406
24.142,127.16347198052912,-306.5473257226513,5.235962000867303
24.182,127.27380765053405,-306.9125338417263,5.1879535762695355
24.322,127.38722743035673,-307.2849807934783,5.136383917038131
24.361,127.49462717867968,-307.6330117295784,5.087374382546145
24.404,127.61125099168154,-308.00608030158145,5.034837038775237
24.447,127.74102231834883,-308.419002272085,4.977629193290525
24.488,127.85173718735855,-308.77231138360395,4.930380241443643
24.629,127.99078946220035,-309.21621180367316,4.87329204177972
24.669,128.10827373289354,-309.59249878236875,4.825895069831972
24.715,128.2233841310872,-309.96028335426143,4.780108854296259
